-122.4836668,38.0600045
-122.4767337,38.08011434
-122.4793685,38.09324574
-122.4748895,38.11294399
-122.4738363,38.14206542
-122.5680559,38.14127921
-122.5675352,37.84969137
-122.5602992,37.84407549
-122.5531923,37.83772046
-122.552547,37.83234541
-122.5403864,37.82836049
-122.5435443,37.81974715
-122.5283742,37.81088673
-122.5201586,37.81475628
-122.4819166,37.82236434
-122.4855587,37.80801058
-122.4929901,37.7932835
-122.5132091,37.79153946
-122.5230019,37.78018019
-122.518,37.72622162
-122.5041455,37.673649
-122.5033136,37.64120889
-122.5079912,37.60360861
-122.5309349,37.5981271
-122.5245706,37.58323285
-122.5231813,37.55847796
-122.5242831,37.54533166
-122.3030315,37.58087065
-122.3140158,37.59378312
-122.3552173,37.59840673
-122.3648902,37.60629701
-122.3361318,37.60256048
-122.3430331,37.61614726
-122.3582413,37.62163132
-122.3571033,37.6367747
-122.3715071,37.63960389
-122.3676281,37.65384454
-122.3648586,37.66611126
-122.3731416,37.68264105
-122.3822762,37.68526913
-122.385048,37.70432661
-122.3687129,37.70476579
-122.3687128,37.71155645
-122.3568067,37.70892718
-122.3543105,37.72053894
-122.3526393,37.73019022
-122.3609564,37.73784452
-122.370098,37.75274153
-122.3778621,37.77774126
-122.3820255,37.79158588
-122.3989579,37.81151394
-122.4186294,37.81679616
-122.4536125,37.81150958
-122.4663547,37.81545956
-122.469968,37.82575441
-122.4649823,37.83583468
-122.4716516,37.84809878
-122.4736082,37.86277549
-122.490553,37.87393861
-122.4889012,37.88489447
-122.4836194,37.88007724
-122.4813881,37.87065793
-122.4625011,37.85489466
-122.4516825,37.85533786
-122.4383578,37.84723668
-122.4083975,37.84789856
-122.4072884,37.86432773
-122.4381073,37.89105738
-122.44283,37.90244502
-122.458939,37.90879262
-122.4728537,37.92438445
-122.4853539,37.92898026
-122.471191,37.93270909
-122.4775973,37.96206265
-122.4342507,37.98770433
-122.4616231,38.00847297
-122.4886009,38.02051443
-122.4888909,38.0360695
-122.4836668,38.0600045
